Customer ID,network_age,Customer tenure in month,Total Spend in Months 1 and 2,Total SMS Spend,Total Data Spend,Total Data Consumption,Total Unique Calls,Total Onnet spend,Total Offnet spend,Total Call centre complaint calls,Churn Status,Most Loved Competitor network in Month 1_0,Most Loved Competitor network in Month 1_Mango,Most Loved Competitor network in Month 1_PQza,Most Loved Competitor network in Month 1_ToCall,Most Loved Competitor network in Month 1_Uxaa,Most Loved Competitor network in Month 1_Weematel,Most Loved Competitor network in Month 1_Zintel,Most Loved Competitor network in Month 2_Mango,Most Loved Competitor network in Month 2_PQza,Most Loved Competitor network in Month 2_ToCall,Most Loved Competitor network in Month 2_Uxaa,Most Loved Competitor network in Month 2_Weematel,Most Loved Competitor network in Month 2_Zintel
ADF1130,112,3.73,418.4264,0.0,95.0,2779944.0,43,672,3713,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1131,1627,54.23,418.932,7.59,12.5,80186.9229,97,7246,3095,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1137,814,27.13,427.56,16.48,2.5,12.8691,107,5370,7811,3,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1141,4153,138.43,437.7,0.0,0.0,501447.1855,64,0,0,3,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1142,1268,42.27,439.628,5.25,113.75,28953422.55,43,4453,4251,2,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1147,1525,50.83,457.97,0.0,12.5,569109.3477,132,0,179,1,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1148,120,4.0,458.0692,0.0,61.25,13718896.96,140,1476,2767,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1156,104,3.47,470.66,0.0,0.0,118357.4561,109,0,895,2,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1161,3795,126.5,477.948,7.87,43.75,204696.3447,96,9162,11129,1,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1163,110,3.67,478.43,50.75,0.0,262430.7578,137,0,14280,1,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1166,109,3.63,486.64,0.0,0.0,99298.3027,200,0,2484,1,,1,0,0,0,0,0,0,0,0,0,1,0,0
ADF1171,3192,106.4,494.73,2.35,27.5,2555.8096,87,15430,14389,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1182,4154,138.47,517.23,63.34,8.75,85047.6143,181,26352,7709,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1183,116,3.87,517.79,0.0,40.0,4692574.159,53,3408,2648,1,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1193,101,3.37,529.9904,42.0,18.75,88869.6904,49,792,1716,1,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1205,139,4.63,554.5116,22.64,147.5,17472136.53,31,852,6541,1,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1206,2762,92.07,555.804,16.22,1.86,647323.0293,197,4821,13725,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1213,121,4.03,572.69,53.38,15.0,448454.5781,107,0,645,4,,1,0,0,0,0,0,0,0,0,0,1,0,0
ADF1216,118,3.93,580.58,38.5,12.5,328089.8887,105,5352,2568,4,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1223,3521,117.37,602.83,21.87,3.75,121075.4375,180,8571,2008,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1231,4846,161.53,616.95,3.5,0.0,53964.1377,560,1716,12965,4,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1236,122,4.07,634.558,9.36,43.75,2599025.296,335,8340,4168,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1238,682,22.73,638.0412,64.95,3.75,1966650.778,311,4458,3678,4,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1243,2667,88.9,649.4580000000002,26.0,45.0,1767.665,400,7451,6932,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1249,1341,44.7,668.8748,36.41,0.0,213.0723,262,8316,13149,7,,1,0,0,0,0,0,0,0,0,0,1,0,0
ADF1256,122,4.07,677.56,24.94,1.25,303483.6201,242,5544,5363,1,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1260,2054,68.47,691.21,0.0,5.0,306773.4971,317,1356,14082,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1263,1209,40.3,699.21,0.0,0.62,2868393.475,60,13477,5879,1,,1,0,0,0,0,0,0,0,0,0,1,0,0
ADF1265,108,3.6,707.7408,56.73,15.0,200597.3955,88,3936,3415,2,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1270,126,4.2,718.68,0.01,10.0,80579.5869,179,7008,14016,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1280,1921,64.03,740.068,3.5,45.0,1540.4825,111,23520,26018,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1286,120,4.0,780.2324,4.46,2.5,647824.2949,168,1656,26230,2,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1303,116,3.87,832.0504,145.25,26.25,1949698.94,127,1800,3094,2,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1311,127,4.23,840.952,59.85,21.25,465585.9326,190,25272,2736,2,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1321,2272,75.73,875.4,0.0,0.0,1564279.613,712,0,0,1,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1343,351,11.7,893.57,0.6,0.0,4149373.766,405,0,563,3,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1368,5363,178.77,922.718,11.23,32.5,1838701.68,929,0,0,3,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1377,223,7.43,946.016,7.0,56.25,37142039.56,79,4734,9484,2,,0,0,0,0,0,0,1,0,0,0,1,0,0
ADF1384,115,3.83,960.686,0.0,8.75,1349121.636,689,0,358,6,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1386,112,3.73,962.88,382.37,20.0,465265.4814,187,6132,755,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1390,4190,139.67,967.0904,25.37,115.0,28293803.79,36,1235,9209,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1391,152,5.07,968.45,0.0,0.0,1260824.879,369,2464,3349,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1398,137,4.57,977.8632,28.65,50.0,214114.5029,127,28515,13603,6,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1400,1930,64.33,981.19,27.12,11.25,240.8408,190,21484,15690,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1401,2966,98.87,985.41,15.75,41.25,2013456.623,174,6478,29114,1,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1426,133,4.43,1044.86,19.25,6.25,464449.6962,161,2748,2208,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1451,834,27.8,1091.16,0.0,2.5,353192.4229,680,306,14438,1,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1454,856,28.53,1099.2964,2.95,2.5,117901.6543,288,9288,13159,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1467,4131,137.7,1130.03,11.96,1.25,1759968.18,1002,0,179,1,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1468,418,13.93,1132.1364,66.17,31.25,2477681.597,686,4176,26548,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1472,706,23.53,1141.408,65.09,27.5,457845.25,105,2262,5888,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1483,126,4.2,1165.5608,873.98,3.75,26.582,39,17904,1101,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1509,185,6.17,1227.49,12.25,46.25,837078.6035,339,21367,9036,1,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1512,1193,39.77,1230.718,14.0,118.75,1051201.288,119,17649,14766,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1515,164,5.47,1244.8544,1.75,36.25,8571344.329,328,7741,5151,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1520,135,4.5,1249.6436,7.01,45.0,79659.8047,445,2816,4601,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1555,116,3.87,22.58,7.0,2.5,7.0996,1,1308,0,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1556,3012,100.4,27.1576,2.35,0.0,10.6357,23,228,762,3,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1572,544,18.13,50.816,9.56,1.25,56206.7686,13,108,790,1,,0,0,0,0,0,1,0,0,0,0,1,0,0
ADF1579,3171,105.7,63.0368,23.09,8.75,14.0781,4,477,586,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1581,3702,123.4,65.498,33.23,1.55,114.2627,6,895,0,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1592,95,3.17,78.56,5.25,6.25,5200.3105,4,3048,299,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1593,105,3.5,79.836,12.25,1.25,2005.1065,9,2904,2940,2,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1612,1587,52.9,114.9604,17.76,1.25,68.9609,369,4584,623,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1613,107,3.57,115.1564,42.01,0.0,122431.9521,21,3084,2735,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1629,99,3.3,141.91,0.0,20.0,17733.4561,23,4044,336,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1631,974,32.47,146.438,22.85,17.5,900.5996,30,918,2200,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1641,108,3.6,170.8664,1.75,45.0,435072.4121,44,8184,3066,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1701,2848,94.93,841.11,28.8,107.5,3094742.592,633,5004,9125,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1705,1842,61.4,867.432,43.07,22.5,66744.50099999999,127,15198,16289,1,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1709,1268,42.27,898.31,137.65,5.0,131.457,84,26304,27511,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1723,1490,49.67,968.9784,21.98,38.75,72254.87700000001,130,9538,40849,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1735,658,21.93,1007.1192,26.1,3.75,63.0967,149,27397,37077,1,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1739,4639,154.63,1032.86,9.62,0.0,133045.291,159,7493,5832,3,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1740,266,8.87,1033.3,28.17,23.75,267228.8955,136,18492,20333,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1743,2630,87.67,1082.948,13.15,1.25,256886.8711,576,3024,9907,1,,0,1,0,0,0,0,0,0,0,0,1,0,0
ADF1752,103,3.43,1122.6644,0.0,0.0,4893.3984,187,104508,2717,1,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1764,116,3.87,1228.8328,75.25,106.25,8530512.186,108,17904,26092,6,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1775,1774,59.13,1303.78,39.33,7.5,8.1387,322,29595,68526,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
ADF1780,4064,135.47,1342.04,49.15,1.25,19366.5986,262,16662,42827,16,,0,0,1,0,0,0,0,0,0,0,1,0,0
ADF1823,4149,138.3,2048.5,162.9,2.5,224761.9971,196,21042,65694,1,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1829,1530,51.0,2232.41,40.05,87.5,1836078.495,421,5400,47099,11,,0,0,0,1,0,0,0,0,0,0,1,0,0
ADF1888,1687,56.23,875.4,0.0,0.0,750989.0469,113,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,1,0
ADF1892,3853,128.43,7466.5368,16.15,53.75,2912.3389,1406,158880,379475,3,,0,0,0,0,0,0,1,0,0,0,0,1,0
ADF1906,1276,42.53,683.2504,11.96,85.0,561798.5225,6,0,1529,2,,0,0,0,0,0,1,0,0,0,0,0,1,0
ADF1915,1447,48.23,1256.51,13.06,36.25,1077175.15,340,48,60629,1,,0,0,0,0,0,1,0,0,0,0,0,1,0
ADF1954,113,3.77,135.34,0.0,20.0,740.4785,19,120,3024,1,,0,1,0,0,0,0,0,0,0,0,0,0,1
ADF1956,136,4.53,270.3344,6.58,2.5,7410.7529,62,9504,10820,1,,0,0,1,0,0,0,0,0,0,0,0,0,1
ADF1965,1795,59.83,1024.846,111.99,10.0,493671.9863,149,18202,40730,2,,0,1,0,0,0,0,0,0,0,0,0,0,1
ADF1967,203,6.77,1143.4972,19.84,13.75,261.9307,284,360,81341,3,,0,0,0,0,0,0,1,0,0,0,0,0,1
ADF1971,109,3.63,45.09,0.0,0.0,658162.2734,20,240,3611,1,,0,0,0,0,1,0,0,0,0,0,0,0,1
ADF1982,904,30.13,161.13,0.0,17.5,45187.7549,57,1728,10529,1,,0,0,0,1,0,0,0,0,0,0,0,0,1
